Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
198478.5025,607.86,1.0,1,577.09,39.02,6.35,4.35,20.57,97.11,1.69,4.07,9.55,4.19,1,2,1,2,33,133376.438,0
262995.1233,1530.0,1.785409923,3,552.64,17.62,6.05,63.23,10.08,83.91,1.53,4.38,3.8,5.26,0,4,1,2,23,297128.1516,0
357079.6137,978.99,2.751617156,4,659.92,10.14,9.79,29.76,15.14,99.9,1.56,8.3,4.19,3.55,0,2,1,1,4,421381.2156,1
313537.9701,550.0,2.758771438,3,617.2,17.01,8.48,15.43,21.13,98.86,2.41,7.52,0.04,2.05,0,2,0,1,17,240723.9342,1
106573.5554,958.52,2.017326609,1,856.39,36.15,4.32,16.04,16.98,87.6,1.49,3.02,6.65,5.12,1,0,0,1,10,35478.01804,0
224973.4118,1474.99,1.857532493,2,774.45,25.39,4.92,57.62,19.71,94.71,1.49,6.15,0.98,1.9,0,3,1,2,36,160664.1315,0
118774.584,667.55,2.311452731,1,635.72,34.58,6.39,18.54,21.24,97.1,1.85,5.3,3.92,5.91,0,2,0,1,8,50404.94795,0
200754.4642,550.0,1.509378986,2,543.23,18.71,4.44,96.14,19.52,92.18,2.37,0.81,7.04,4.76,0,2,0,1,20,125026.9211,1
195413.4724,807.19,1.848963249,2,81.26,24.9,4.73,32.7,3.35,99.9,1.45,3.36,7.11,8.68,1,0,0,1,16,151247.5671,0
456965.1835,1790.88,2.79443719,2,695.61,20.81,8.63,24.52,30.63,87.88,0.8,4.01,1.82,6.9,0,0,0,1,5,337761.8265,1
242853.308,550.0,4.208386677,2,154.58,41.08,4.65,27.46,1.69,85.53,1.76,0.67,3.28,7.88,0,4,0,1,6,174203.6892,0
106858.1898,550.0,1.0,3,498.66,23.66,7.17,41.49,24.84,86.71,1.51,1.65,9.59,5.76,1,2,1,1,29,18482.40328,0
172946.3162,1259.57,1.797442992,2,703.53,27.75,5.95,27.51,6.05,96.27,1.92,5.94,5.7,6.21,1,1,0,1,9,183791.8578,0
183995.1525,1286.07,2.715201171,2,187.63,54.68,6.27,7.62,32.31,99.9,1.2,6.26,4.86,4.42,1,4,1,1,9,174273.9657,0
392213.2671,932.75,3.891891,4,256.07,13.92,6.09,86.27,4.53,84.94,1.83,6.4,4.64,3.38,1,2,1,2,38,250191.6983,0
359293.2998,1678.43,3.590328643,4,707.16,48.43,5.79,25.51,10.74,95.7,1.33,5.32,10.0,6.04,0,2,1,1,12,782560.0609,1
304127.0367,1838.44,1.0,3,366.11,78.07,9.98,27.79,12.95,98.67,1.47,4.97,0.17,2.78,1,4,1,2,26,287754.6252,0
402197.8271,1282.32,1.975623109,4,752.49,30.3,7.64,40.62,9.55,93.85,1.23,6.27,10.0,4.46,1,2,0,1,5,374208.9413,1
173075.952,550.0,1.0,2,33.49,59.3,5.4,77.55,21.33,94.35,1.68,3.87,7.3,8.24,1,1,1,2,45,128026.5367,0
265321.4022,1309.54,1.642400408,3,495.97,37.27,10.0,67.98,7.17,99.9,1.43,5.4,8.05,3.61,0,3,1,1,9,252805.2892,0
291864.0579,1371.17,1.068107256,2,539.34,33.51,6.13,71.63,2.95,95.12,0.96,4.97,9.74,10.0,0,3,0,1,13,282391.9207,1
266242.4441,550.0,3.276958827,4,402.0,30.64,3.26,10.23,7.41,90.59,2.03,4.22,5.11,4.8,0,1,0,1,3,235030.3987,0
399496.7421,835.62,3.208137095,4,949.84,41.66,10.0,17.84,18.85,88.3,0.56,5.42,9.62,9.68,1,2,1,1,1,390226.8284,0
269943.1539,550.0,2.292861002,3,838.18,24.59,5.58,37.01,35.16,93.77,1.81,3.78,4.25,6.27,0,2,0,1,16,190966.9727,0
155639.2817,550.0,1.0,4,447.05,34.96,6.18,2.39,4.72,83.56,1.25,0.9,1.5,5.61,0,3,1,1,10,74706.66901,0
151942.4139,550.0,1.58152967,4,186.83,2.73,6.56,14.45,30.85,87.81,1.99,1.65,5.82,5.59,1,4,0,1,11,82414.54266,0
156383.6703,550.0,1.558136429,3,438.7,0.47,7.3,30.85,29.77,99.9,1.16,3.81,6.18,4.82,0,3,0,1,19,57139.69919,1
102085.3713,706.79,1.155115128,2,210.71,52.78,7.61,49.29,19.56,93.92,1.4,1.74,6.08,2.67,0,1,0,1,7,4828.725067,0
286857.3794,1637.03,1.675800691,4,72.67,20.51,8.53,76.25,1.86,80.74,1.15,2.87,2.95,6.0,0,4,0,1,7,369630.9571,1
174607.7591,550.0,2.546740192,3,402.61,63.25,4.53,119.05,37.86,93.91,2.15,4.29,7.06,2.07,0,0,0,1,27,121914.7166,0
799996.2481,1931.09,3.066609131,5,1132.38,8.75,10.0,6.37,28.01,97.73,1.38,6.76,6.53,9.42,0,2,0,1,14,581053.9082,1
238598.1583,950.91,1.355339655,2,16.56,9.5,2.58,34.37,27.47,94.65,1.59,2.62,7.33,5.07,0,3,0,1,9,235503.6093,0
307315.345,1666.63,1.866804699,1,381.49,7.24,1.35,8.82,32.72,98.31,1.41,3.07,8.47,5.77,0,4,0,1,21,271602.8955,0
501338.3363,1696.32,1.163624985,5,528.83,35.16,10.0,21.82,21.29,97.16,1.35,8.8,10.0,8.0,0,2,0,2,35,677069.6931,1
244027.2836,611.52,1.441540934,3,217.89,52.44,6.59,56.5,2.83,94.05,1.39,3.73,3.77,5.96,1,3,0,1,14,183593.3034,0
318574.8172,1109.14,1.75331202,3,358.51,51.45,8.47,50.34,52.61,92.33,1.89,5.23,6.81,7.16,0,2,0,1,12,177877.3161,1
122318.6077,550.0,1.0,3,628.14,10.55,4.65,59.46,14.52,88.53,1.24,0.62,7.68,4.84,0,1,0,1,15,28432.10261,0
311436.8045,666.22,3.813368508,4,1166.41,47.17,6.82,18.84,13.36,96.39,1.45,5.27,6.44,9.58,1,0,0,1,17,346979.5329,1
522910.3839,1179.73,1.039557475,4,467.63,42.83,7.77,73.36,33.76,84.04,1.39,3.49,8.05,6.17,0,0,0,1,20,441968.1855,1
342147.8498,1068.98,1.635718688,3,220.82,42.13,9.73,50.32,2.91,92.69,1.07,3.24,0.69,2.51,0,3,0,1,15,314198.2434,1
479518.6635,1644.34,3.604722135,2,726.65,25.55,5.92,6.92,2.78,99.9,0.98,5.24,6.41,8.78,1,0,0,1,14,594793.2011,1
274752.55,1161.97,3.838743213,1,777.01,43.2,4.93,0.09,10.22,91.53,2.16,4.53,5.68,4.64,0,3,1,1,13,233484.0723,0
180323.8538,739.21,2.317125127,3,944.13,53.19,6.08,86.72,21.14,99.9,2.2,5.6,5.99,6.12,0,2,0,1,29,134223.7811,1
419301.784,1134.09,3.829966391,4,313.09,48.32,9.0,80.35,19.63,93.26,0.12,5.15,4.76,6.36,1,1,0,1,11,474472.5611,1
497093.5765,817.6,3.678763092,4,451.7,1.17,9.18,22.64,10.34,90.06,0.57,4.03,5.71,7.54,0,3,1,1,20,833094.5411,1
441797.6611,1144.82,3.092493176,3,273.57,27.22,9.33,70.92,8.66,97.42,1.33,5.21,8.97,7.04,0,0,0,1,6,495872.6611,1
239893.8764,845.84,2.394908961,3,590.94,40.94,9.17,40.86,4.84,96.38,0.7,5.73,9.41,4.94,1,3,0,1,18,229053.47,0
191113.1065,670.27,2.49452896,2,774.41,46.63,5.4,41.05,15.59,93.72,0.77,2.81,6.27,4.14,0,3,1,1,4,143333.6534,0
242998.1077,954.69,1.838261156,1,686.22,43.88,2.77,38.87,15.23,80.39,1.96,0.15,1.22,3.29,0,4,0,1,7,238567.3987,0
241942.875,623.77,2.20979152,3,329.5,36.93,6.66,41.02,33.07,93.18,2.1,4.13,6.43,6.65,0,2,0,1,20,170760.6824,0
113282.0931,1522.56,1.0,1,39.91,42.98,3.67,105.14,36.59,97.3,2.25,1.77,2.78,3.66,0,1,1,1,11,41028.31104,0
342316.4267,1425.85,1.169170551,4,819.64,9.59,9.35,65.96,26.44,90.99,1.95,6.27,7.55,7.08,0,0,1,1,17,322615.6366,1
620643.526,2027.42,3.263161801,3,659.36,16.38,8.42,11.6,20.56,94.64,1.84,6.99,2.96,6.51,1,1,1,1,11,553698.2179,1
202973.6518,1173.33,1.422041737,2,528.74,9.73,5.7,22.25,3.03,89.81,1.12,3.85,8.9,8.61,1,3,1,1,11,232790.0802,0
544311.6782,1659.9,4.04552027,4,839.69,32.54,9.81,30.98,3.71,89.2,0.04,8.44,7.65,7.36,0,0,0,2,10,932767.5541,0
136659.4539,550.0,1.0,3,15.38,70.51,4.67,110.45,28.26,85.81,1.39,2.45,8.79,2.36,1,3,0,1,16,88151.93254,0
115898.4252,1038.87,1.0,2,58.41,62.24,2.57,35.24,43.42,85.03,2.15,4.83,9.89,9.12,0,1,1,1,22,21337.85873,0
334043.8965,1162.05,2.445760291,4,331.68,10.46,7.3,64.36,14.26,95.52,1.48,5.57,3.83,4.7,1,4,0,1,23,224224.9161,1
248450.0784,1008.55,2.772114469,3,1086.36,28.31,10.0,26.7,25.04,97.78,1.38,7.52,8.14,7.71,1,3,0,1,18,243140.9191,0
372767.7884,1178.17,1.420791698,3,786.3,39.16,9.17,40.0,17.08,95.09,0.1,8.05,3.52,2.38,0,3,1,1,9,360849.0481,1
208211.2095,550.0,2.121548165,3,265.21,5.78,5.54,37.09,14.77,95.82,1.35,5.51,7.21,6.66,0,4,0,1,10,123123.8906,0
447293.5671,1261.09,3.281116906,3,598.7,22.74,6.45,104.42,23.95,93.08,1.65,5.48,5.94,9.35,0,3,0,1,14,308257.1147,1
299295.496,1285.02,2.244890313,4,507.52,5.25,2.66,14.79,34.39,83.43,1.19,5.42,5.04,4.81,0,2,0,1,3,671224.2529,0
450776.8544,682.85,2.647398449,5,439.58,51.19,6.76,22.16,3.62,90.37,1.43,3.37,5.72,7.7,0,1,0,1,25,321299.7182,1
125895.9984,731.32,1.0,1,574.96,4.2,5.74,94.5,9.96,92.69,1.69,2.49,5.6,5.49,0,4,0,1,15,80189.30012,1
198495.9734,550.0,1.945460062,1,336.41,26.47,5.68,91.13,12.4,90.37,1.3,5.05,10.0,8.92,1,4,1,1,17,73124.33605,0
353108.2819,1104.28,2.867132663,4,247.27,8.22,5.27,65.69,21.36,92.75,1.06,4.99,9.21,7.39,0,0,1,1,14,428338.0879,1
212457.828,629.81,2.286444324,3,372.23,19.15,9.05,19.92,31.91,99.9,0.42,7.86,10.0,8.08,0,1,0,1,13,263171.3074,0
195297.2596,550.0,2.037002606,3,72.65,13.81,6.26,66.74,20.62,92.98,1.29,1.48,6.69,7.14,0,3,1,1,17,298610.929,0
124414.6586,778.67,1.67131196,2,339.21,33.54,7.1,21.13,56.98,86.4,1.87,5.4,7.7,6.22,0,0,0,1,-1,26968.26689,0
456164.2115,590.26,2.134994742,4,327.18,2.54,7.58,23.48,16.7,97.15,1.16,4.43,3.25,8.56,0,0,0,1,23,284578.9049,1
359643.3157,1016.53,2.37110005,3,479.81,39.09,4.95,10.09,17.14,96.61,1.15,9.62,10.0,8.86,0,1,1,1,1,351087.6878,1
769797.5161,1550.36,3.563099021,4,5.86,38.6,7.86,40.34,16.6,97.44,0.76,8.64,10.0,9.21,1,4,0,1,17,781473.8337,1
363679.9014,822.89,2.861982449,2,559.66,44.97,4.91,111.8,23.55,95.37,1.27,6.2,10.0,8.55,1,4,0,1,6,265496.4651,1
165582.9574,550.0,1.719879074,1,177.15,66.35,5.58,43.84,9.31,86.44,0.96,0.68,3.91,7.53,1,4,1,1,22,68718.62172,0
376806.9077,961.97,1.747315056,3,301.57,8.25,7.7,26.12,12.76,95.89,1.28,4.2,8.09,7.87,1,3,1,1,18,243897.1949,1
464444.5259,1352.28,1.673590789,5,437.29,38.59,5.55,35.28,10.11,88.61,1.05,8.26,6.08,7.21,0,4,0,1,16,486214.0844,1
209866.2322,1030.2,1.48093448,2,820.95,40.06,6.35,39.24,18.71,92.13,1.62,2.55,3.74,3.92,0,3,0,1,23,136861.488,0
204589.0233,743.12,2.326747883,3,60.21,33.49,7.26,149.11,42.38,95.25,0.68,5.81,2.94,5.75,0,4,0,1,14,164005.2922,0
117545.4523,558.95,1.0,2,586.86,63.23,5.1,91.16,26.89,95.43,1.94,4.57,9.13,5.55,1,4,0,1,22,32268.84971,0
522258.1523,1135.51,2.527049674,4,1130.04,34.76,7.43,28.21,3.36,97.28,1.5,5.92,8.09,6.47,0,2,1,1,12,584055.749,1
177035.7517,1078.68,1.0,3,318.63,46.54,5.5,46.9,14.24,91.13,1.6,3.98,2.51,6.58,0,2,1,1,16,123213.8792,0
543564.0333,1118.63,3.159659641,3,438.45,38.71,10.0,16.9,7.88,99.9,1.02,5.33,2.94,2.0,0,0,0,1,11,468900.6086,1
666148.7699,1612.52,2.64965124,4,1159.82,38.87,9.54,43.81,14.01,83.17,1.54,5.4,7.92,2.55,1,1,0,1,7,481231.9781,1
230578.9288,1243.58,2.36530697,3,389.21,30.16,4.79,49.28,4.27,87.04,0.84,3.11,4.62,6.34,1,4,0,1,13,281592.5064,0
497520.4481,1804.67,2.444678393,4,45.76,37.4,6.2,47.95,9.73,95.39,0.66,4.2,2.88,5.98,0,2,0,1,8,588325.9129,1
213808.0303,550.0,1.0,3,688.12,27.67,7.98,13.27,39.64,95.8,1.26,4.95,8.68,8.69,0,4,0,1,28,135618.0739,0
170832.8612,1774.77,1.63161423,1,544.22,7.13,5.22,85.25,33.74,92.02,1.06,1.71,8.69,7.26,0,3,1,1,9,186627.6177,0
247617.3432,637.66,1.144810167,4,427.73,30.98,7.1,47.63,45.46,96.19,1.12,2.59,6.55,6.19,0,4,1,1,6,143789.1121,0
320483.7395,992.95,2.880031008,3,867.92,42.08,5.6,76.79,8.92,97.96,1.71,0.71,5.76,5.01,0,0,1,1,24,285084.7394,1
284543.7516,1644.05,2.730712547,2,773.41,38.59,5.94,37.46,0.33,94.86,1.88,4.63,2.65,4.76,0,4,0,1,14,317478.1862,1
195802.9462,550.0,1.982703247,5,626.78,13.12,6.38,29.23,3.56,99.9,2.08,5.32,6.43,7.31,0,0,1,1,12,166754.3776,0
269777.4651,550.0,1.393566807,5,1040.32,45.06,9.17,50.46,29.38,98.93,1.18,7.17,2.0,4.48,1,0,1,1,25,167589.5258,1
239373.3608,1083.87,3.084012401,2,156.66,25.99,9.39,27.67,17.99,95.43,0.91,7.3,5.83,6.74,1,2,0,1,19,321002.4028,0
620090.1414,1993.82,3.871697874,3,945.57,15.01,10.0,19.61,20.04,90.25,0.61,6.73,9.51,10.0,0,1,1,1,10,608119.0163,1
425167.2697,1140.45,1.009937892,4,1068.53,7.86,5.27,78.47,29.13,94.95,1.42,4.48,10.0,8.17,1,4,0,1,25,232764.3257,1
426242.3791,1314.1,2.685641435,4,1209.42,31.21,6.41,16.76,12.12,88.17,1.4,4.16,6.31,8.0,0,2,0,1,8,479006.0791,1
470536.3101,1594.17,1.591472321,4,567.07,0.05,10.0,25.66,10.42,98.1,2.14,6.74,10.0,10.0,0,0,0,1,11,812591.7859,1
308120.0689,681.71,1.779372596,4,182.99,28.4,4.69,32.25,19.73,88.56,2.6,3.41,8.92,6.02,1,4,0,1,14,172470.2605,1
148633.5207,550.0,2.398800329,3,529.47,30.9,5.2,24.53,41.6,92.69,1.52,1.83,1.96,3.09,0,4,0,1,19,78151.39711,1
253203.9042,554.8,4.239725941,2,640.68,41.62,6.66,35.01,0.59,86.36,1.02,2.02,0.1,3.84,1,3,0,1,19,270806.0272,0
211134.6658,698.31,2.075840252,2,98.81,44.86,5.82,73.66,26.45,99.65,2.01,2.7,4.72,5.84,0,2,0,1,8,124951.696,0
596871.5103,2186.62,2.246921428,3,741.75,25.63,9.17,11.33,20.19,98.01,1.15,8.01,10.0,9.1,0,4,1,1,29,421793.7201,1
220243.667,1406.5,1.860463915,1,390.13,26.56,6.47,19.05,20.34,87.97,2.05,3.7,5.31,4.71,0,0,0,1,16,177084.4318,0
214842.9478,688.88,1.755626137,3,841.61,57.95,6.32,8.52,0.03,99.9,2.11,6.48,8.03,4.56,1,0,1,2,23,205332.0231,1
190078.5479,675.76,1.403429591,3,618.96,18.34,5.91,25.41,23.73,93.46,1.79,3.58,5.29,4.97,0,3,1,1,24,78663.1241,0
197930.0233,765.15,1.0,4,469.24,15.01,5.46,59.63,9.69,87.16,1.82,4.3,4.75,3.77,0,3,0,1,7,120806.3775,0
380247.8732,1841.69,1.543066863,2,631.45,22.37,6.34,76.23,9.63,92.85,2.02,5.01,6.95,4.16,0,1,1,2,28,297249.7169,1
121001.2676,550.0,1.104816417,4,126.93,76.62,9.86,52.22,19.77,99.9,1.97,6.93,6.66,4.57,0,4,1,1,8,51907.85906,0
98435.51986,550.0,1.0,1,284.75,30.09,5.88,54.36,26.36,99.36,1.33,2.59,5.23,4.14,0,3,0,2,36,5909.443301,0
298431.5825,959.9,1.963886604,4,634.34,17.56,10.0,48.44,15.64,94.52,1.64,5.16,1.79,8.35,0,0,1,1,-3,293957.5245,1
218772.4229,1362.68,2.455604838,3,820.32,17.28,5.7,0.45,18.37,99.9,1.75,3.71,2.47,5.17,0,4,0,2,34,265864.4318,0
181478.3887,993.55,2.187321784,2,775.57,1.46,6.4,43.82,20.5,90.78,1.39,0.98,2.14,7.46,0,0,0,1,11,106264.5025,0
92650.1848,587.65,1.0,3,802.66,5.36,6.41,18.02,4.61,93.54,1.19,4.22,5.29,5.18,0,1,1,1,10,-2310.361085,0
251297.1141,1417.6,2.278865491,2,368.56,40.21,5.95,29.63,1.1,96.22,1.54,4.39,4.47,6.99,0,1,0,1,22,298900.668,1
114524.9105,550.0,1.0,2,26.76,20.67,5.96,64.53,33.09,98.16,1.69,1.5,4.64,3.07,0,2,1,1,6,18891.78121,1
109675.7564,984.56,1.0,2,517.43,39.41,4.58,44.69,20.31,91.91,1.89,5.28,3.36,3.0,0,4,0,1,17,25858.52959,0
298803.5502,1339.88,1.231058139,4,443.41,36.41,10.0,77.29,16.39,93.7,1.14,6.91,9.68,10.0,0,3,0,1,20,733153.1086,1
600335.1548,2727.04,3.511151829,4,772.22,25.21,9.69,21.49,3.79,95.97,0.46,4.89,2.34,3.81,0,4,0,1,13,696014.3669,1
190662.9313,747.84,2.384521121,2,692.21,39.76,3.11,114.59,47.56,82.72,1.42,2.29,5.64,6.58,0,4,1,1,14,176854.7575,0
320987.044,944.88,1.686311677,3,766.44,34.71,6.57,48.98,6.17,97.97,1.39,3.94,2.46,4.27,0,1,0,2,12,413379.8532,1
116627.4035,919.69,1.464331369,2,875.66,6.51,8.62,42.13,31.65,97.64,1.22,5.41,3.6,5.67,0,3,0,1,15,47640.12344,0
253879.4828,550.0,1.223510226,2,313.87,44.52,1.92,47.17,54.02,87.42,1.8,2.13,3.69,3.34,0,3,0,1,12,133689.378,1
489571.0562,1305.51,1.945356563,4,783.75,51.56,9.15,32.58,9.78,96.21,1.33,4.14,1.65,2.96,0,0,0,2,17,330388.3901,1
147211.5983,550.0,1.0,3,2.0,30.77,5.96,79.16,40.47,95.87,0.76,3.03,5.44,4.82,0,2,1,1,22,111487.6878,0
494924.5852,2277.23,1.654620241,3,388.04,15.61,7.12,17.03,41.6,88.43,2.13,7.51,9.3,7.41,0,2,1,1,15,365244.7621,1
406620.216,1383.14,2.578089934,2,291.71,17.3,7.3,31.02,7.22,92.83,2.66,4.85,8.03,9.16,0,0,0,1,6,282117.5565,1
455628.2404,1463.73,3.3484204,4,738.76,20.99,7.2,26.96,23.74,88.08,1.7,5.7,9.47,6.99,0,4,0,1,23,549787.1598,0
423641.3572,690.37,4.486009639,2,694.65,10.43,8.7,36.69,6.95,97.07,1.3,8.93,10.0,7.41,1,2,1,2,41,457590.9517,1
181878.1121,803.66,1.0,3,483.69,37.51,9.09,8.61,30.32,94.43,1.39,7.63,6.86,4.68,0,1,1,1,9,130449.5849,0
385714.3105,1287.61,3.128888742,3,1054.2,51.53,9.54,50.01,10.76,95.26,1.01,7.33,7.03,6.68,0,3,0,1,13,479809.0114,1
413664.9046,1376.55,1.688461966,3,338.93,56.19,5.49,42.76,15.96,87.29,2.01,5.64,5.88,7.02,1,1,1,1,10,311071.9473,1
245099.9209,991.57,1.269895303,4,568.42,20.61,8.81,61.74,31.63,98.12,1.11,5.98,1.82,8.09,0,2,1,1,13,227497.5784,0
218544.7836,550.0,1.308161431,3,30.37,47.77,6.04,45.94,36.89,95.67,1.61,6.49,3.79,5.67,1,1,0,1,7,155573.2173,0
277441.6937,1065.81,2.483929605,2,497.32,38.53,6.61,64.97,16.98,99.9,1.13,3.62,8.99,6.31,0,2,0,1,17,237356.025,0
354727.908,1471.13,1.577243614,4,516.65,27.6,10.0,26.46,6.22,89.99,1.22,5.94,8.7,9.04,0,4,0,2,41,462633.3367,1
158109.1568,908.6,1.818432006,3,553.36,31.84,7.09,59.84,16.4,96.07,1.09,3.67,4.42,4.61,0,0,0,1,16,180469.6874,1
363716.895,1445.21,3.208618266,4,107.18,58.13,10.0,2.75,16.01,86.09,1.73,5.55,5.14,5.49,1,1,1,1,20,482756.7522,1
273342.7544,1455.53,1.0,3,629.97,26.49,9.99,63.87,16.17,95.74,1.22,2.07,5.98,2.75,1,0,0,1,2,170605.7671,0
294615.7695,1153.94,1.460690502,3,623.5,41.97,5.23,52.03,18.11,96.75,1.21,3.75,6.64,4.37,0,0,0,1,10,461460.3528,1
411696.635,1622.43,2.290230829,1,454.07,7.31,6.82,22.81,7.76,95.78,1.78,5.87,4.58,6.22,1,0,0,1,15,325359.4153,1
179790.1416,550.0,2.802106091,2,839.33,51.3,6.62,54.43,34.23,99.17,1.46,3.38,0.71,3.02,0,0,1,1,12,68947.38787,0
482233.8104,1976.75,3.505000706,3,545.12,15.31,8.21,89.54,41.64,99.25,2.14,8.33,7.54,6.66,0,2,1,1,13,522270.3372,0
166378.0222,550.0,1.75305845,3,878.24,44.74,8.5,178.68,9.85,96.74,1.84,4.93,4.56,3.48,0,1,0,1,15,58937.59012,0
264959.3866,1053.69,1.0,2,313.56,19.43,3.74,45.34,24.81,85.75,0.59,2.15,1.4,2.3,0,4,0,1,15,211702.7004,0
437594.4926,1365.18,2.109457614,4,1306.51,18.31,7.49,55.42,31.81,99.36,1.22,5.53,6.29,5.0,0,1,1,1,12,327989.56,1
237627.2881,1774.66,1.633998293,3,552.28,26.7,7.65,61.73,7.93,98.65,1.86,4.79,1.66,6.19,0,4,1,1,17,317694.2891,0
218544.2298,795.13,1.303982161,3,1110.65,46.56,6.55,35.57,11.55,92.9,1.87,5.19,5.27,6.25,0,0,1,2,16,168800.3902,0
662675.9344,1591.14,2.580234085,4,853.09,40.4,10.0,1.58,12.52,99.9,0.81,7.22,9.7,10.0,0,0,0,1,16,518531.3731,1
234171.1958,550.0,2.623655516,3,692.51,46.01,7.65,31.68,18.58,96.22,0.7,5.95,5.73,8.45,0,2,0,1,22,219823.9723,0
204548.7601,1191.08,2.352083642,1,988.35,65.89,5.37,38.99,26.4,91.77,1.49,3.99,0.48,5.47,0,4,0,1,10,137393.083,0
278518.2929,1358.53,1.05045993,3,832.65,27.9,8.19,44.67,18.47,85.46,1.27,5.72,8.09,7.26,0,0,0,1,6,272803.5748,0
185377.3079,631.39,1.203684543,4,692.86,9.73,5.88,83.85,22.67,88.35,1.33,5.85,6.7,5.74,0,4,1,1,14,149812.0795,0
191506.719,700.48,2.016688421,3,293.74,50.52,6.91,62.41,36.51,82.4,1.65,4.29,6.17,7.36,0,3,0,1,14,213212.6029,0
393730.3412,910.77,3.300036988,2,412.71,6.48,8.37,13.11,8.79,94.99,2.2,3.72,7.61,7.71,0,3,1,1,20,202406.4103,0
124342.7351,644.51,1.84726518,1,21.86,7.0,5.33,4.62,30.3,91.74,2.56,3.29,0.0,5.07,0,3,0,2,8,37848.0851,1
244700.5513,562.66,1.369973755,4,1033.7,31.32,7.11,39.75,15.11,98.52,1.37,6.25,6.98,10.0,0,3,0,1,20,187029.6332,0
163139.1092,550.0,1.949993021,2,69.63,46.8,5.78,20.23,12.4,90.6,1.71,3.63,4.5,2.59,0,2,1,1,15,99675.14231,0
435482.2208,1479.39,1.875358961,5,538.78,3.77,8.39,44.26,2.68,98.47,1.92,7.09,8.19,6.88,0,2,0,1,13,487644.0243,0
189580.6762,711.33,2.350634003,2,571.29,66.96,5.0,5.4,0.52,88.44,0.95,4.54,6.37,6.0,1,2,1,1,15,123542.7929,0
685133.8945,1371.3,3.667584907,4,669.83,15.07,9.25,32.74,5.14,95.43,1.56,4.44,5.29,5.89,0,3,1,1,16,566661.5398,1
475264.6945,1005.21,3.849777736,4,327.68,42.2,8.27,34.06,1.16,90.85,0.73,7.21,9.66,8.69,0,1,0,1,25,439471.4837,1
454868.9924,1426.81,2.316594624,2,573.88,56.06,8.0,0.84,6.24,99.48,0.93,4.97,8.97,9.22,0,2,1,3,48,323736.1922,1
680895.799,991.7,3.291201775,4,910.49,24.8,7.58,27.35,22.33,97.4,1.03,3.9,0.4,0.55,1,1,0,2,6,611490.085,1
194706.3253,792.46,1.35834166,3,181.11,33.25,4.53,58.12,16.11,97.32,2.13,4.6,6.49,5.63,0,1,1,1,16,122547.7827,1
241637.9918,1431.8,1.0,4,487.22,56.36,7.24,38.63,12.03,94.78,0.32,5.21,7.34,5.21,0,3,0,1,14,391749.8072,0
210467.5593,1208.45,1.0,3,672.11,16.9,5.65,47.78,1.55,94.06,1.07,5.79,7.3,6.54,1,4,0,1,14,360147.4865,1
232159.3765,725.24,3.684947109,1,199.71,20.37,5.25,107.82,21.13,93.21,1.57,0.95,1.32,4.93,0,2,0,1,24,107781.6271,0
445000.4992,889.12,3.597985005,3,682.57,20.27,6.98,12.41,19.68,92.18,2.77,7.31,9.43,9.22,0,4,1,1,14,341024.821,1
110960.1235,555.0,2.253362085,1,740.36,33.9,2.57,40.76,26.61,94.46,1.97,2.56,1.3,3.53,0,3,0,1,9,31585.47068,0
249095.1846,1102.15,1.450207084,3,154.99,56.57,5.46,50.98,0.96,93.07,1.92,1.94,7.0,5.84,0,2,0,1,31,167593.7069,1
182404.964,1658.43,2.428461505,1,460.71,18.86,3.84,36.67,7.41,99.47,1.56,3.94,3.27,4.16,1,4,0,1,10,217246.4263,0
403830.6891,1001.84,3.428486819,2,332.49,9.02,9.21,57.8,7.33,95.6,1.87,6.34,6.21,4.03,0,3,0,1,11,288693.0207,1
516899.9028,1457.02,3.355157356,3,193.61,66.17,6.0,49.06,15.12,91.6,1.88,4.6,4.97,7.2,0,1,0,1,18,323044.9573,1
439405.5189,1260.48,1.113372887,4,642.56,40.44,4.83,13.29,7.23,88.1,1.44,3.6,7.55,4.06,0,2,1,1,14,299442.3526,1
832364.5386,1740.47,4.558374344,3,489.67,13.77,10.0,32.23,2.67,89.13,0.21,9.28,6.76,7.85,0,4,0,1,15,879848.0407,1
208902.9946,550.0,1.0,4,315.49,15.63,9.9,50.46,20.44,92.32,1.72,6.54,4.72,5.81,0,0,0,1,12,228842.5861,0
181103.5026,1347.17,1.0,4,376.98,20.52,6.27,30.51,24.99,88.96,0.64,2.67,5.99,4.39,0,2,0,1,6,161970.1401,0
202639.4567,970.71,2.299245116,3,439.83,69.87,6.8,1.04,36.74,95.54,1.53,5.54,2.99,5.42,0,2,0,1,10,216473.4745,0
122559.9246,986.24,1.0,2,267.45,25.64,6.96,20.48,46.58,88.86,1.44,2.81,9.92,7.84,1,3,1,1,18,61072.74943,0
451392.1117,1303.24,2.298481745,3,989.25,25.71,8.94,30.85,17.25,96.24,1.64,4.79,8.64,8.22,0,2,1,2,31,515607.4743,1
413716.1285,1492.21,3.40795935,3,943.07,11.54,3.54,37.8,48.02,91.39,1.96,3.17,6.19,7.82,0,0,0,1,15,306364.9457,1
